latitude,longitude,population
23.6676389,-100.6576389,7.002401
23.6690278,-100.6595833,7.002401
23.6690278,-100.65875,7.002401
23.6645833,-100.6576389,7.002401
23.6701389,-100.6573611,7.002401
23.6681944,-100.6545833,7.002401
23.66875,-100.6576389,7.002401
23.6695833,-100.6590278,7.002401
23.6654167,-100.6565278,7.002401
23.66875,-100.6543056,7.002401
23.6704167,-100.6593056,7.002401
23.6679167,-100.6565278,7.002401
23.6651389,-100.6548611,7.002401
23.6684722,-100.6601389,7.002401
23.6695833,-100.6601389,7.002401
23.66625,-100.6556944,7.002401
23.6668056,-100.65625,7.002401
23.6668056,-100.65375,7.002401
23.6645833,-100.6540278,7.002401
23.6684722,-100.6576389,7.002401
23.6643056,-100.65625,7.002401
23.6645833,-100.6573611,7.002401
23.6651389,-100.6568056,7.002401
23.6701389,-100.6584722,7.002401
23.6648611,-100.6565278,7.002401
23.6648611,-100.6548611,7.002401
23.6643056,-100.6540278,7.002401
17.0379167,-100.2484722,3.55174
17.0354167,-100.2506944,3.55174
17.01375,-100.2343056,3.55174
17.04125,-100.2695833,3.55174
17.0476389,-100.2673611,3.55174
17.0051389,-100.1965278,3.55174
17.0406944,-100.2456944,3.55174
17.0448611,-100.26875,3.55174
