latitude,longitude,population
29.61625,-108.3815278,0.509702
29.6168056,-108.3870833,0.509702
29.6426389,-108.4518056,0.509702
29.6179167,-108.3804167,0.509702
29.6401389,-108.45625,0.509702
29.6368056,-108.4476389,0.509702
29.6415278,-108.44875,0.509702
29.6143056,-108.3798611,0.509702
29.6148611,-108.3773611,0.509702
29.6618056,-108.3676389,0.509702
29.6401389,-108.4556944,0.509702
29.6093056,-108.3845833,0.509702
29.6120833,-108.3809722,0.509702
29.6448611,-108.4490278,0.509702
29.6126389,-108.38625,0.509702
29.6420833,-108.45375,0.509702
29.64625,-108.3870833,0.509702
29.6209722,-108.3829167,0.509702
29.6126389,-108.3815278,0.509702
29.6240278,-108.4281944,0.509702
29.6156944,-108.3845833,0.509702
29.6440278,-108.4568056,0.509702
29.6479167,-108.4520833,0.509702
29.6156944,-108.3840278,0.509702
29.6498611,-108.4509722,0.509702
29.6493056,-108.4481944,0.509702
29.6126389,-108.37875,0.509702
29.6406944,-108.4493056,0.509702
29.6498611,-108.4534722,0.509702
29.6126389,-108.3801389,0.509702
29.6181944,-108.38125,0.509702
29.6109722,-108.3798611,0.509702
29.6106944,-108.3818056,0.509702
29.64625,-108.4531944,0.509702
29.6459722,-108.4520833,0.509702
29.6404167,-108.4526389,0.509702
29.6165278,-108.37625,0.509702
29.6151389,-108.4898611,0.509702
29.6173611,-108.3851389,0.509702
29.6445833,-108.4565278,0.509702
29.6206944,-108.3801389,0.509702
29.6406944,-108.4590278,0.509702
29.6131944,-108.3829167,0.509702
29.6434722,-108.4465278,0.509702
29.6415278,-108.4473611,0.509702
29.6245833,-108.3676389,0.509702
29.61375,-108.3845833,0.509702
29.6434722,-108.4509722,0.509702
29.6173611,-108.3865278,0.509702
29.6129167,-108.3834722,0.509702
29.6170833,-108.3801389,0.509702
29.6459722,-108.4556944,0.509702
29.6454167,-108.44875,0.509702
29.64625,-108.45125,0.509702
29.6484722,-108.4476389,0.509702
29.6184722,-108.3804167,0.509702
29.6470833,-108.45375,0.509702
29.6426389,-108.4479167,0.509702
29.6423611,-108.4554167,0.509702
29.6118056,-108.38625,0.509702
29.6195833,-108.38625,0.509702
29.6204167,-108.3801389,0.509702
29.6434722,-108.4551389,0.509702
29.64375,-108.4506944,0.509702
29.6423611,-108.44875,0.509702
29.6090278,-108.3834722,0.509702
29.6459722,-108.4509722,0.509702
29.6481944,-108.4465278,0.509702
29.61375,-108.3798611,0.509702
29.64375,-108.4501389,0.509702
29.6445833,-108.4515278,0.509702
29.6156944,-108.3795833,0.509702
29.6118056,-108.3865278,0.509702
29.6431944,-108.45125,0.509702
29.6098611,-108.3879167,0.509702
29.6131944,-108.3806944,0.509702
29.6084722,-108.3843056,0.509702
29.6243056,-108.3748611,0.509702
29.6151389,-108.3776389,0.509702
29.6398611,-108.4520833,0.509702
29.6515278,-108.4523611,0.509702
29.6159722,-108.4090278,0.509702
29.6151389,-108.3834722,0.509702
29.6451389,-108.45625,0.509702
29.6101389,-108.3870833,0.509702
29.6118056,-108.3801389,0.509702
29.6454167,-108.4518056,0.509702
29.6470833,-108.4556944,0.509702
29.6401389,-108.45375,0.509702
29.6481944,-108.4526389,0.509702
29.6409722,-108.4493056,0.509702
29.6109722,-108.3804167,0.509702
29.6248611,-108.4256944,0.509702
29.6476389,-108.4531944,0.509702
29.6431944,-108.4556944,0.509702
29.6429167,-108.4545833,0.509702
29.6434722,-108.4470833,0.509702
29.6529167,-108.4518056,0.509702
29.6404167,-108.4506944,0.509702
29.6493056,-108.4551389,0.509702
29.6456944,-108.44625,0.509702
29.6495833,-108.4501389,0.509702
29.6493056,-108.4468056,0.509702
29.6126389,-108.3823611,0.509702
29.6506944,-108.45125,0.509702
29.6129167,-108.3793056,0.509702
29.5848611,-108.4290278,0.509702
29.64125,-108.4481944,0.509702
29.6493056,-108.45625,0.509702
29.6398611,-108.4506944,0.509702
29.6451389,-108.4534722,0.509702
29.6484722,-108.4451389,0.509702
29.6440278,-108.4559722,0.509702
29.6140278,-108.3784722,0.509702
29.6498611,-108.4570833,0.509702
29.6409722,-108.4576389,0.509702
29.6459722,-108.4526389,0.509702
29.6426389,-108.4548611,0.509702
29.6509722,-108.4481944,0.509702
29.6504167,-108.44625,0.509702
29.6493056,-108.4484722,0.509702
29.6418056,-108.4481944,0.509702
29.6445833,-108.4481944,0.509702
29.6095833,-108.3868056,0.509702
29.61375,-108.3793056,0.509702
29.6404167,-108.4523611,0.509702
29.6101389,-108.3851389,0.509702
29.6426389,-108.4556944,0.509702
29.6179167,-108.3851389,0.509702
29.6401389,-108.4534722,0.509702
29.6398611,-108.4554167,0.509702
29.6070833,-108.3854167,0.509702
29.6193056,-108.3804167,0.509702
29.6415278,-108.4468056,0.509702
29.6376389,-108.4493056,0.509702
29.6448611,-108.4468056,0.509702
29.6179167,-108.3809722,0.509702
29.6481944,-108.4459722,0.509702
29.6484722,-108.4554167,0.509702
29.6481944,-108.4479167,0.509702
29.6479167,-108.4559722,0.509702
29.6395833,-108.4556944,0.509702
29.6154167,-108.3765278,0.509702
29.6156944,-108.3865278,0.509702
29.6426389,-108.4501389,0.509702
29.6245833,-108.3759722,0.509702
29.6120833,-108.3845833,0.509702
29.6504167,-108.4484722,0.509702
29.6445833,-108.4545833,0.509702
29.6523611,-108.45625,0.509702
29.6151389,-108.3801389,0.509702
29.61125,-108.3865278,0.509702
29.6476389,-108.4504167,0.509702
29.6179167,-108.3854167,0.509702
29.6495833,-108.44625,0.509702
29.6418056,-108.4556944,0.509702
29.6384722,-108.4568056,0.509702
29.6420833,-108.4506944,0.509702
29.64875,-108.4473611,0.509702
29.6209722,-108.3798611,0.509702
29.6184722,-108.4068056,0.509702
29.6145833,-108.3793056,0.509702
29.6390278,-108.4506944,0.509702
29.6426389,-108.4545833,0.509702
29.6426389,-108.44875,0.509702
29.6423611,-108.4545833,0.509702
29.6170833,-108.3798611,0.509702
29.6120833,-108.3790278,0.509702
29.64875,-108.44875,0.509702
29.6465278,-108.4509722,0.509702
29.64375,-108.4423611,0.509702
29.6415278,-108.4490278,0.509702
29.6415278,-108.45625,0.509702
29.6406944,-108.44875,0.509702
29.6440278,-108.4501389,0.509702
29.6440278,-108.4490278,0.509702
29.64625,-108.4526389,0.509702
29.6504167,-108.44875,0.509702
29.6490278,-108.4445833,0.509702
29.6581944,-108.3740278,0.509702
29.6404167,-108.4515278,0.509702
29.6465278,-108.4548611,0.509702
29.6504167,-108.4506944,0.509702
29.6459722,-108.4495833,0.509702
29.6404167,-108.4534722,0.509702
29.62375,-108.3748611,0.509702
29.6245833,-108.4229167,0.509702
29.6084722,-108.3823611,0.509702
29.6498611,-108.4554167,0.509702
29.6209722,-108.4220833,0.509702
29.6098611,-108.3845833,0.509702
29.6145833,-108.3798611,0.509702
29.64375,-108.4481944,0.509702
29.6434722,-108.4534722,0.509702
29.6501389,-108.4359722,0.509702
29.6490278,-108.4484722,0.509702
29.6168056,-108.3801389,0.509702
29.6209722,-108.3859722,0.509702
29.6243056,-108.3754167,0.509702
29.6129167,-108.3845833,0.509702
29.6156944,-108.3843056,0.509702
29.6476389,-108.4523611,0.509702
29.6443056,-108.4470833,0.509702
29.61125,-108.3851389,0.509702
29.64625,-108.4498611,0.509702
29.6115278,-108.3881944,0.509702
29.6440278,-108.4506944,0.509702
29.6148611,-108.3776389,0.509702
29.61125,-108.3879167,0.509702
29.6123611,-108.3826389,0.509702
29.6423611,-108.45875,0.509702
29.61375,-108.37875,0.509702
29.61375,-108.3804167,0.509702
29.6134722,-108.3793056,0.509702
29.6448611,-108.4573611,0.509702
29.6384722,-108.4498611,0.509702
29.6423611,-108.4515278,0.509702
29.6495833,-108.4423611,0.509702
29.6404167,-108.4579167,0.509702
29.6123611,-108.3798611,0.509702
29.6468056,-108.4490278,0.509702
29.61125,-108.3818056,0.509702
29.6206944,-108.3865278,0.509702
29.6398611,-108.4526389,0.509702
29.6454167,-108.4459722,0.509702
29.6420833,-108.4470833,0.509702
29.64125,-108.4470833,0.509702
29.6406944,-108.4526389,0.509702
29.6409722,-108.4504167,0.509702
29.6504167,-108.4526389,0.509702
29.6401389,-108.4479167,0.509702
29.6404167,-108.4493056,0.509702
29.6426389,-108.4526389,0.509702
29.61625,-108.3776389,0.509702
29.6501389,-108.4518056,0.509702
29.6451389,-108.4515278,0.509702
29.6406944,-108.45125,0.509702
29.61125,-108.3790278,0.509702
29.6129167,-108.3873611,0.509702
29.6415278,-108.4581944,0.509702
29.6401389,-108.4540278,0.509702
29.6440278,-108.4468056,0.509702
29.61375,-108.3795833,0.509702
29.6418056,-108.4509722,0.509702
29.6459722,-108.4490278,0.509702
29.6156944,-108.3818056,0.509702
29.6081944,-108.3831944,0.509702
29.5998611,-108.4709722,0.509702
29.6148611,-108.3768056,0.509702
29.61125,-108.3859722,0.509702
29.6423611,-108.45625,0.509702
29.6115278,-108.3790278,0.509702
29.6440278,-108.4509722,0.509702
29.64375,-108.4581944,0.509702
29.6493056,-108.4470833,0.509702
29.6445833,-108.4523611,0.509702
29.6443056,-108.45125,0.509702
29.6126389,-108.3793056,0.509702
29.6443056,-108.4468056,0.509702
29.6448611,-108.4570833,0.509702
29.6118056,-108.3848611,0.509702
29.6395833,-108.4493056,0.509702
29.6098611,-108.3829167,0.509702
29.6459722,-108.4576389,0.509702
29.6409722,-108.4490278,0.509702
29.6193056,-108.38625,0.509702
29.6165278,-108.3776389,0.509702
29.6476389,-108.4556944,0.509702
29.6423611,-108.4520833,0.509702
29.6456944,-108.4456944,0.509702
29.6106944,-108.38125,0.509702
29.5854167,-108.4245833,0.509702
29.6101389,-108.3809722,0.509702
29.6406944,-108.4495833,0.509702
29.64375,-108.4568056,0.509702
29.6176389,-108.3870833,0.509702
29.6143056,-108.3793056,0.509702
29.6448611,-108.4476389,0.509702
29.6470833,-108.4495833,0.509702
29.63875,-108.44875,0.509702
29.6401389,-108.4506944,0.509702
29.6104167,-108.38625,0.509702
29.6165278,-108.3779167,0.509702
29.6223611,-108.3748611,0.509702
29.6098611,-108.3818056,0.509702
29.6484722,-108.4498611,0.509702
29.64875,-108.4451389,0.509702
29.6470833,-108.4484722,0.509702
29.61125,-108.3815278,0.509702
29.6434722,-108.4556944,0.509702
29.6104167,-108.3834722,0.509702
29.6490278,-108.4523611,0.509702
29.6479167,-108.4506944,0.509702
29.6434722,-108.4479167,0.509702
29.6451389,-108.4518056,0.509702
29.6440278,-108.4456944,0.509702
29.6245833,-108.3679167,0.509702
29.6429167,-108.4495833,0.509702
29.6168056,-108.3773611,0.509702
29.6143056,-108.37875,0.509702
29.6101389,-108.3804167,0.509702
29.6501389,-108.4498611,0.509702
29.6484722,-108.4459722,0.509702
29.6104167,-108.3865278,0.509702
29.6454167,-108.4554167,0.509702
29.6118056,-108.38375,0.509702
29.64375,-108.4543056,0.509702
29.6209722,-108.3801389,0.509702
29.6448611,-108.4565278,0.509702
29.6109722,-108.3829167,0.509702
29.6129167,-108.3795833,0.509702
29.6404167,-108.4584722,0.509702
29.6095833,-108.3834722,0.509702
29.6426389,-108.4504167,0.509702
29.6406944,-108.4551389,0.509702
29.6106944,-108.3890278,0.509702
29.6495833,-108.4581944,0.509702
29.6495833,-108.4354167,0.509702
29.6118056,-108.3798611,0.509702
29.6504167,-108.45125,0.509702
29.6420833,-108.4490278,0.509702
29.6404167,-108.4540278,0.509702
29.64125,-108.4473611,0.509702
29.6126389,-108.3865278,0.509702
29.6479167,-108.4456944,0.509702
29.6451389,-108.4581944,0.509702
29.61375,-108.3834722,0.509702
29.6504167,-108.4493056,0.509702
29.6134722,-108.3795833,0.509702
29.6084722,-108.3831944,0.509702
29.62125,-108.4220833,0.509702
29.6098611,-108.3834722,0.509702
29.6143056,-108.3801389,0.509702
29.6529167,-108.4523611,0.509702
29.6448611,-108.44875,0.509702
29.6398611,-108.4559722,0.509702
29.6465278,-108.4490278,0.509702
29.6129167,-108.38125,0.509702
29.6126389,-108.3826389,0.509702
29.6498611,-108.4493056,0.509702
29.61625,-108.3829167,0.509702
29.61625,-108.3823611,0.509702
29.6101389,-108.3848611,0.509702
29.6468056,-108.4495833,0.509702
29.64125,-108.4534722,0.509702
29.6226389,-108.3748611,0.509702
29.6409722,-108.4501389,0.509702
29.6190278,-108.38625,0.509702
29.6218056,-108.38125,0.509702
29.6406944,-108.4490278,0.509702
29.6440278,-108.4515278,0.509702
29.6218056,-108.3851389,0.509702
29.6095833,-108.3809722,0.509702
29.6495833,-108.4481944,0.509702
29.6184722,-108.3801389,0.509702
29.6431944,-108.4529167,0.509702
29.6445833,-108.4556944,0.509702
29.6423611,-108.4523611,0.509702
29.6143056,-108.3809722,0.509702
29.61375,-108.3818056,0.509702
29.6406944,-108.4476389,0.509702
29.6404167,-108.4490278,0.509702
29.6479167,-108.4504167,0.509702
29.6206944,-108.3804167,0.509702
29.6179167,-108.38125,0.509702
29.6126389,-108.3873611,0.509702
29.6476389,-108.4565278,0.509702
29.6134722,-108.3818056,0.509702
29.6420833,-108.4465278,0.509702
29.6470833,-108.4493056,0.509702
29.6434722,-108.4495833,0.509702
29.6459722,-108.4481944,0.509702
29.6115278,-108.3859722,0.509702
29.6476389,-108.4554167,0.509702
29.64375,-108.4468056,0.509702
29.6406944,-108.4504167,0.509702
29.6131944,-108.3793056,0.509702
29.6443056,-108.4545833,0.509702
29.6493056,-108.4554167,0.509702
29.6484722,-108.45625,0.509702
29.6415278,-108.4523611,0.509702
29.6473611,-108.44625,0.509702
29.6484722,-108.4473611,0.509702
29.6406944,-108.4498611,0.509702
29.64125,-108.4540278,0.509702
29.61625,-108.3798611,0.509702
29.6409722,-108.4495833,0.509702
29.6209722,-108.4223611,0.509702
29.6393056,-108.4501389,0.509702
29.6131944,-108.3868056,0.509702
29.6106944,-108.38875,0.509702
29.6395833,-108.4531944,0.509702
29.6115278,-108.3818056,0.509702
29.6401389,-108.4526389,0.509702
29.64125,-108.4576389,0.509702
29.64625,-108.4493056,0.509702
29.6126389,-108.3798611,0.509702
29.6398611,-108.4479167,0.509702
29.6401389,-108.4579167,0.509702
29.6134722,-108.3809722,0.509702
29.6473611,-108.4545833,0.509702
29.6418056,-108.4490278,0.509702
29.6098611,-108.3868056,0.509702
29.6526389,-108.4556944,0.509702
29.6131944,-108.3826389,0.509702
29.6165278,-108.4084722,0.509702
29.6409722,-108.4484722,0.509702
29.6151389,-108.3790278,0.509702
29.6409722,-108.44875,0.509702
29.6473611,-108.4495833,0.509702
29.6429167,-108.4581944,0.509702
29.6451389,-108.45375,0.509702
29.6443056,-108.4479167,0.509702
29.6431944,-108.4484722,0.509702
29.6501389,-108.4495833,0.509702
29.6148611,-108.3798611,0.509702
29.6445833,-108.4548611,0.509702
29.6451389,-108.4465278,0.509702
29.6381944,-108.4565278,0.509702
29.6429167,-108.4509722,0.509702
29.6393056,-108.4540278,0.509702
29.6390278,-108.4529167,0.509702
29.6140278,-108.3818056,0.509702
29.6126389,-108.3790278,0.509702
29.6443056,-108.4551389,0.509702
29.6429167,-108.4484722,0.509702
29.6118056,-108.3826389,0.509702
29.61625,-108.3781944,0.509702
29.6409722,-108.4481944,0.509702
29.6209722,-108.3865278,0.509702
29.6104167,-108.3884722,0.509702
29.6109722,-108.3801389,0.509702
29.6420833,-108.4545833,0.509702
29.6504167,-108.4479167,0.509702
29.6143056,-108.3818056,0.509702
29.6615278,-108.3679167,0.509702
29.6481944,-108.4515278,0.509702
29.60875,-108.3829167,0.509702
29.6431944,-108.4493056,0.509702
29.6398611,-108.4551389,0.509702
29.6445833,-108.4490278,0.509702
29.6451389,-108.4495833,0.509702
29.6443056,-108.4473611,0.509702
29.6440278,-108.44625,0.509702
29.6179167,-108.4068056,0.509702
29.6115278,-108.3829167,0.509702
29.6456944,-108.4540278,0.509702
29.6179167,-108.3801389,0.509702
29.6481944,-108.4504167,0.509702
29.6479167,-108.4531944,0.509702
29.6126389,-108.38125,0.509702
29.6440278,-108.4531944,0.509702
29.6470833,-108.4529167,0.509702
29.6126389,-108.3834722,0.509702
29.6479167,-108.4529167,0.509702
29.6140278,-108.37875,0.509702
29.6101389,-108.3806944,0.509702
29.6406944,-108.4529167,0.509702
29.6415278,-108.4556944,0.509702
29.6484722,-108.4448611,0.509702
29.6443056,-108.4481944,0.509702
29.6415278,-108.4484722,0.509702
29.6156944,-108.3773611,0.509702
29.6493056,-108.4490278,0.509702
29.6448611,-108.4495833,0.509702
29.6465278,-108.4501389,0.509702
29.63875,-108.4495833,0.509702
29.6384722,-108.4484722,0.509702
29.6445833,-108.4493056,0.509702
29.6401389,-108.4601389,0.509702
29.6454167,-108.4490278,0.509702
29.6118056,-108.3795833,0.509702
29.6448611,-108.4554167,0.509702
29.6445833,-108.4479167,0.509702
29.6456944,-108.4520833,0.509702
29.6443056,-108.4501389,0.509702
29.6406944,-108.4576389,0.509702
29.6406944,-108.4501389,0.509702
29.6418056,-108.4573611,0.509702
29.6120833,-108.4201389,0.509702
29.6234722,-108.3748611,0.509702
29.6418056,-108.4576389,0.509702
29.6115278,-108.3834722,0.509702
29.6440278,-108.4554167,0.509702
29.6401389,-108.4543056,0.509702
29.6420833,-108.4518056,0.509702
29.6404167,-108.4479167,0.509702
29.6120833,-108.3868056,0.509702
29.6393056,-108.4495833,0.509702
29.6240278,-108.3751389,0.509702
29.6140278,-108.38375,0.509702
29.6218056,-108.3854167,0.509702
29.6418056,-108.4484722,0.509702
29.6448611,-108.4548611,0.509702
29.64875,-108.4556944,0.509702
29.6473611,-108.45375,0.509702
29.66125,-108.3679167,0.509702
29.6434722,-108.4498611,0.509702
29.6131944,-108.38625,0.509702
29.61125,-108.3795833,0.509702
29.6476389,-108.4501389,0.509702
29.64625,-108.4481944,0.509702
29.6426389,-108.4506944,0.509702
29.6434722,-108.4501389,0.509702
29.6120833,-108.3848611,0.509702
29.6445833,-108.4468056,0.509702
29.6140278,-108.3809722,0.509702
29.6431944,-108.4481944,0.509702
29.6465278,-108.4493056,0.509702
29.6245833,-108.4226389,0.509702
29.6434722,-108.4484722,0.509702
29.6095833,-108.3876389,0.509702
29.6484722,-108.4520833,0.509702
29.6120833,-108.3793056,0.509702
29.6170833,-108.3870833,0.509702
29.6104167,-108.3809722,0.509702
29.6470833,-108.4545833,0.509702
29.6154167,-108.3798611,0.509702
29.6384722,-108.4493056,0.509702
29.6420833,-108.45125,0.509702
29.6156944,-108.3851389,0.509702
29.6445833,-108.4509722,0.509702
29.6159722,-108.44375,0.509702
29.6476389,-108.45625,0.509702
29.6123611,-108.3804167,0.509702
29.6109722,-108.3865278,0.509702
29.6098611,-108.3848611,0.509702
29.6470833,-108.4579167,0.509702
29.6481944,-108.4559722,0.509702
29.6109722,-108.3793056,0.509702
29.6495833,-108.4498611,0.509702
29.6429167,-108.4559722,0.509702
29.61125,-108.3876389,0.509702
29.6484722,-108.4454167,0.509702
29.6434722,-108.45375,0.509702
29.6440278,-108.4481944,0.509702
29.6423611,-108.4484722,0.509702
29.6395833,-108.4554167,0.509702
29.5848611,-108.42875,0.509702
29.6159722,-108.3793056,0.509702
29.6429167,-108.4515278,0.509702
29.6445833,-108.4554167,0.509702
29.6393056,-108.4548611,0.509702
29.6479167,-108.4493056,0.509702
29.6454167,-108.4581944,0.509702
29.63125,-108.3995833,0.509702
29.61625,-108.44375,0.509702
29.6415278,-108.4476389,0.509702
29.6393056,-108.4518056,0.509702
29.6081944,-108.3829167,0.509702
29.6234722,-108.3754167,0.509702
29.6406944,-108.4554167,0.509702
29.6390278,-108.4556944,0.509702
29.6401389,-108.4604167,0.509702
29.6426389,-108.4529167,0.509702
29.61375,-108.3809722,0.509702
29.6404167,-108.4576389,0.509702
29.6406944,-108.45875,0.509702
29.6209722,-108.3823611,0.509702
29.6429167,-108.4498611,0.509702
29.6140278,-108.3834722,0.509702
29.6434722,-108.4581944,0.509702
29.6434722,-108.4523611,0.509702
29.6123611,-108.3795833,0.509702
29.61375,-108.38125,0.509702
29.6140278,-108.3823611,0.509702
29.6109722,-108.38625,0.509702
29.6443056,-108.4531944,0.509702
29.6481944,-108.4529167,0.509702
29.6418056,-108.44875,0.509702
29.6498611,-108.4501389,0.509702
29.6448611,-108.4515278,0.509702
29.6123611,-108.3806944,0.509702
29.6370833,-108.4484722,0.509702
29.6098611,-108.3809722,0.509702
29.6470833,-108.4570833,0.509702
29.6420833,-108.4479167,0.509702
29.6301389,-108.4176389,0.509702
29.6426389,-108.4568056,0.509702
29.6059722,-108.3854167,0.509702
29.6409722,-108.4573611,0.509702
29.6415278,-108.4501389,0.509702
29.6401389,-108.4523611,0.509702
29.6120833,-108.3798611,0.509702
29.64375,-108.4493056,0.509702
29.6409722,-108.45375,0.509702
29.6098611,-108.38625,0.509702
29.6431944,-108.4495833,0.509702
29.6429167,-108.4470833,0.509702
29.6084722,-108.3793056,0.509702
29.64375,-108.4448611,0.509702
29.6445833,-108.44625,0.509702
29.6518056,-108.4523611,0.509702
29.6418056,-108.4559722,0.509702
29.6495833,-108.4465278,0.509702
29.6440278,-108.4459722,0.509702
29.6195833,-108.3798611,0.509702
29.6248611,-108.42625,0.509702
29.6070833,-108.3856944,0.509702
29.6170833,-108.3776389,0.509702
29.6451389,-108.4490278,0.509702
29.6106944,-108.3829167,0.509702
29.6404167,-108.4601389,0.509702
29.6193056,-108.37875,0.509702
29.6418056,-108.4473611,0.509702
29.6395833,-108.4520833,0.509702
29.6448611,-108.4523611,0.509702
29.6106944,-108.3868056,0.509702
29.6165278,-108.3815278,0.509702
29.6406944,-108.4481944,0.509702
29.6398611,-108.4545833,0.509702
29.6454167,-108.4515278,0.509702
29.65125,-108.4501389,0.509702
29.6429167,-108.4543056,0.509702
29.6129167,-108.3815278,0.509702
29.6143056,-108.3834722,0.509702
29.6248611,-108.4259722,0.509702
29.6118056,-108.3793056,0.509702
29.6106944,-108.3865278,0.509702
29.6434722,-108.44875,0.509702
29.64375,-108.45875,0.509702
29.6120833,-108.3804167,0.509702
29.6473611,-108.4526389,0.509702
29.6415278,-108.4504167,0.509702
29.6370833,-108.4479167,0.509702
29.6406944,-108.4570833,0.509702
29.6409722,-108.4581944,0.509702
29.6131944,-108.3809722,0.509702
29.6484722,-108.4456944,0.509702
29.6395833,-108.4551389,0.509702
29.6484722,-108.4479167,0.509702
29.6398611,-108.4534722,0.509702
29.6245833,-108.4265278,0.509702
29.61125,-108.3826389,0.509702
29.6493056,-108.4498611,0.509702
29.6443056,-108.4490278,0.509702
29.64625,-108.4495833,0.509702
29.61375,-108.3806944,0.509702
29.6143056,-108.3831944,0.509702
29.6126389,-108.3870833,0.509702
29.6101389,-108.38875,0.509702
29.6418056,-108.4570833,0.509702
29.64125,-108.4526389,0.509702
29.6406944,-108.4506944,0.509702
29.6479167,-108.4495833,0.509702
29.6423611,-108.4529167,0.509702
29.6106944,-108.3826389,0.509702
29.6206944,-108.3798611,0.509702
29.60375,-108.4715278,0.509702
29.6143056,-108.3790278,0.509702
29.6493056,-108.4501389,0.509702
29.6501389,-108.4515278,0.509702
29.6443056,-108.4493056,0.509702
29.61125,-108.3829167,0.509702
29.6115278,-108.3793056,0.509702
29.6165278,-108.3851389,0.509702
29.6151389,-108.3818056,0.509702
29.6109722,-108.3826389,0.509702
29.6101389,-108.3865278,0.509702
29.6393056,-108.4565278,0.509702
29.6445833,-108.4579167,0.509702
29.61375,-108.3820833,0.509702
29.6515278,-108.45125,0.509702
29.61125,-108.3801389,0.509702
29.6106944,-108.3884722,0.509702
29.6429167,-108.44875,0.509702
29.6140278,-108.3781944,0.509702
29.6440278,-108.4495833,0.509702
29.6468056,-108.4493056,0.509702
29.60875,-108.4184722,0.509702
29.6156944,-108.4084722,0.509702
29.6495833,-108.4459722,0.509702
29.6398611,-108.4518056,0.509702
29.6095833,-108.3873611,0.509702
29.6106944,-108.3870833,0.509702
29.6473611,-108.4493056,0.509702
29.6201389,-108.5081944,0.509702
29.6493056,-108.4493056,0.509702
29.6445833,-108.4484722,0.509702
29.6459722,-108.4518056,0.509702
29.6501389,-108.4356944,0.509702
29.6123611,-108.3801389,0.509702
29.6168056,-108.3798611,0.509702
29.6448611,-108.45125,0.509702
29.64375,-108.4554167,0.509702
29.6193056,-108.3865278,0.509702
29.6398611,-108.4565278,0.509702
29.6159722,-108.3801389,0.509702
29.6429167,-108.4518056,0.509702
29.6131944,-108.38125,0.509702
29.6498611,-108.4359722,0.509702
29.6429167,-108.4456944,0.509702
29.61125,-108.38625,0.509702
29.64625,-108.3879167,0.509702
29.64375,-108.45625,0.509702
29.6490278,-108.4443056,0.509702
29.6426389,-108.4520833,0.509702
29.6501389,-108.4520833,0.509702
29.6418056,-108.4468056,0.509702
29.6181944,-108.3854167,0.509702
29.6426389,-108.4490278,0.509702
29.6131944,-108.3845833,0.509702
29.6445833,-108.4495833,0.509702
29.6443056,-108.4484722,0.509702
29.63125,-108.3990278,0.509702
29.6445833,-108.4498611,0.509702
29.6415278,-108.4529167,0.509702
29.6429167,-108.4459722,0.509702
29.6459722,-108.45125,0.509702
29.64625,-108.4523611,0.509702
29.6445833,-108.4534722,0.509702
29.6120833,-108.3801389,0.509702
29.6506944,-108.4529167,0.509702
29.6440278,-108.4476389,0.509702
29.6418056,-108.4518056,0.509702
29.6418056,-108.4470833,0.509702
29.6429167,-108.4481944,0.509702
29.6429167,-108.4465278,0.509702
29.6504167,-108.4468056,0.509702
29.6445833,-108.4520833,0.509702
29.6448611,-108.4479167,0.509702
29.6429167,-108.4540278,0.509702
29.6395833,-108.4534722,0.509702
29.6193056,-108.3798611,0.509702
25.7468056,-108.9690278,8.152495
25.7468056,-108.9715278,8.152495
25.75125,-108.9656944,8.152495
25.7451389,-108.9706944,8.152495
25.7493056,-108.9720833,8.152495
25.7481944,-108.9715278,8.152495
25.74625,-108.9729167,8.152495
25.7476389,-108.9701389,8.152495
25.7484722,-108.9723611,8.152495
25.7470833,-108.9698611,8.152495
25.7481944,-108.9701389,8.152495
25.7456944,-108.9704167,8.152495
25.7506944,-108.9718056,8.152495
25.7451389,-108.9704167,8.152495
25.7470833,-108.97375,8.152495
25.7481944,-108.9731944,8.152495
25.7498611,-108.9718056,8.152495
25.74875,-108.9726389,8.152495
25.7470833,-108.9734722,8.152495
25.7493056,-108.9690278,8.152495
25.7495833,-108.9720833,8.152495
25.7484722,-108.9693056,8.152495
25.7456944,-108.9709722,8.152495
25.7484722,-108.9715278,8.152495
25.7504167,-108.96625,8.152495
25.7506944,-108.9656944,8.152495
25.7473611,-108.9731944,8.152495
25.7493056,-108.9668056,8.152495
25.7495833,-108.9659722,8.152495
25.74875,-108.9731944,8.152495
25.7465278,-108.9698611,8.152495
25.7481944,-108.9718056,8.152495
25.75125,-108.9654167,8.152495
25.7493056,-108.96625,8.152495
25.7470833,-108.9704167,8.152495
25.7515278,-108.9654167,8.152495
25.7495833,-108.97125,8.152495
25.7476389,-108.9734722,8.152495
25.7481944,-108.9709722,8.152495
25.7495833,-108.9723611,8.152495
25.7498611,-108.9723611,8.152495
25.7465278,-108.9684722,8.152495
25.7493056,-108.9706944,8.152495
25.7484722,-108.9726389,8.152495
25.7509722,-108.9718056,8.152495
25.7509722,-108.9654167,8.152495
25.7479167,-108.9706944,8.152495
25.7479167,-108.9704167,8.152495
25.7473611,-108.9729167,8.152495
25.7490278,-108.9698611,8.152495
25.7465278,-108.9709722,8.152495
25.7473611,-108.9704167,8.152495
25.7495833,-108.9704167,8.152495
25.7468056,-108.9698611,8.152495
25.74875,-108.9704167,8.152495
25.74625,-108.9709722,8.152495
25.7459722,-108.97125,8.152495
25.7484722,-108.9684722,8.152495
25.7448611,-108.9701389,8.152495
25.7490278,-108.9726389,8.152495
25.7459722,-108.9723611,8.152495
25.74625,-108.97125,8.152495
